,,,,
1C40469546,2/22/2025 0:01,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469537,2/22/2025 0:02,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469536,2/22/2025 0:03,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469535,2/22/2025 0:04,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469542,2/22/2025 0:05,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469543,2/22/2025 0:06,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469534,2/22/2025 0:07,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469533,2/22/2025 0:08,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469532,2/22/2025 0:09,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469531,2/22/2025 0:10,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469529,2/22/2025 0:11,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469528,2/22/2025 0:12,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469527,2/22/2025 0:14,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469609,2/22/2025 0:15,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469608,2/22/2025 0:16,Fail,BMW BCP21,ICT Test 3 BCP21
1C40469612,2/22/2025 0:18,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469607,2/22/2025 0:19,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469605,2/22/2025 0:21,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469610,2/22/2025 0:22,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469603,2/22/2025 0:23,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469600,2/22/2025 0:24,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469606,2/22/2025 0:25,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469599,2/22/2025 0:26,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469414,2/22/2025 0:27,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469508,2/22/2025 0:29,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469512,2/22/2025 0:30,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469597,2/22/2025 0:31,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469592,2/22/2025 0:32,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469658,2/22/2025 0:33,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469657,2/22/2025 0:34,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469656,2/22/2025 0:35,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469653,2/22/2025 0:36,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469520,2/22/2025 0:37,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469652,2/22/2025 0:38,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469651,2/22/2025 0:39,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469514,2/22/2025 0:40,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469426,2/22/2025 0:41,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469429,2/22/2025 0:43,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469430,2/22/2025 0:44,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469649,2/22/2025 0:45,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469601,2/22/2025 0:46,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469406,2/22/2025 0:48,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469517,2/22/2025 0:49,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469640,2/22/2025 0:51,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469631,2/22/2025 0:52,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469629,2/22/2025 0:54,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469655,2/22/2025 0:56,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469626,2/22/2025 0:57,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469627,2/22/2025 0:58,Fail,BMW BCP21,ICT Test 3 BCP21
1C40469628,2/22/2025 0:59,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469473,2/22/2025 1:00,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469474,2/22/2025 1:02,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469556,2/22/2025 1:03,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469624,2/22/2025 1:04,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469405,2/22/2025 1:06,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469519,2/22/2025 1:07,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469416,2/22/2025 1:08,Pass,BMW BCP21,ICT Test 3 BCP21
1C60468498,2/22/2025 1:08,Fail,BMW BCP21,ICT Test 4 BCP21
1C40469389,2/22/2025 1:09,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469391,2/22/2025 1:10,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469405,2/22/2025 1:10,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469393,2/22/2025 1:11,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469633,2/22/2025 1:12,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469463,2/22/2025 1:12,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469654,2/22/2025 1:13,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469467,2/22/2025 1:13,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469386,2/22/2025 1:14,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469372,2/22/2025 1:15,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469460,2/22/2025 1:16,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469373,2/22/2025 1:17,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469466,2/22/2025 1:17,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469472,2/22/2025 1:18,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469374,2/22/2025 1:18,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469487,2/22/2025 1:19,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469516,2/22/2025 1:19,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469625,2/22/2025 1:20,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469462,2/22/2025 1:21,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469469,2/22/2025 1:21,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469388,2/22/2025 1:22,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469613,2/22/2025 1:22,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469707,2/22/2025 1:23,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469557,2/22/2025 1:23,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469561,2/22/2025 1:24,Pass,BMW BCP21,ICT Test 4 BCP21
1C60468757,2/22/2025 1:24,Fail,BMW BCP21,ICT Test 3 BCP21
1C40469632,2/22/2025 1:25,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469704,2/22/2025 1:26,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469706,2/22/2025 1:27,Fail,BMW BCP21,ICT Test 4 BCP21
1C40469647,2/22/2025 1:27,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469639,2/22/2025 1:28,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469642,2/22/2025 1:29,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469703,2/22/2025 1:29,Fail,BMW BCP21,ICT Test 4 BCP21
1C40469637,2/22/2025 1:30,Pass,BMW BCP21,ICT Test 3 BCP21
1C60468757,2/22/2025 1:31,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469636,2/22/2025 1:32,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469702,2/22/2025 1:32,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469683,2/22/2025 1:33,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469646,2/22/2025 1:33,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469611,2/22/2025 1:34,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469635,2/22/2025 1:34,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469681,2/22/2025 1:35,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469641,2/22/2025 1:35,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469678,2/22/2025 1:36,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469682,2/22/2025 1:37,Fail,BMW BCP21,ICT Test 4 BCP21
1C40469676,2/22/2025 1:37,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469596,2/22/2025 1:38,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469679,2/22/2025 1:39,Pass,BMW BCP21,ICT Test 4 BCP21
1C40469584,2/22/2025 1:39,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469677,2/22/2025 1:40,Pass,BMW BCP21,ICT Test 4 BCP21
1C60468789,2/22/2025 1:40,Pass,BMW BCP21,ICT Test 3 BCP21
1C40469595,2/22/2025 1:41,Fail,BMW BCP21,ICT Test 4 BCP21
1C40469682,2/22/2025 1:41,Pass,BMW BCP21,ICT Test 3 BCP21
